id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
3093,0516-WJVXC,2019-08-01,2020-01-01,Month-to-month,No,Electronic check,54.2,308.25,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,No,1
3094,9174-FKWZE,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,19.45,19.45,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
3095,6860-YRJZP,2019-05-01,,Month-to-month,Yes,Electronic check,74.05,678.45,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,0
3096,4429-WYGFR,2017-12-01,,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
3097,2817-LVCPP,2015-12-01,,Two year,No,Credit card (automatic),19.4,1023.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3098,5038-ETMLM,2014-02-01,,Two year,Yes,Bank transfer (automatic),113.65,8182.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
3099,5056-FIMPT,2016-07-01,,One year,Yes,Credit card (automatic),106.0,4532.3,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,Yes,No,0
3100,4521-WFJAI,2015-06-01,,Two year,Yes,Bank transfer (automatic),25.95,1444.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
3101,6569-KTMDU,2020-01-01,,Month-to-month,No,Mailed check,19.1,19.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3102,8809-RIHDD,2014-01-01,2020-01-01,Two year,Yes,Electronic check,103.4,7372.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,1
3103,8809-XKHMD,2014-02-01,,Two year,Yes,Bank transfer (automatic),100.55,7325.1,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,No,Yes,0
3104,0396-YCHWO,2017-02-01,,Month-to-month,Yes,Electronic check,95.4,3474.2,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
3105,0867-LDTTC,2019-09-01,,Month-to-month,No,Bank transfer (automatic),75.15,392.65,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,No,No,No,0
3106,4822-NGOCH,2018-12-01,2020-01-01,Month-to-month,Yes,Electronic check,84.45,1058.6,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,Yes,1
3107,9391-DXGGG,2016-06-01,,One year,No,Credit card (automatic),89.15,3990.75,Fiber optic,No,Yes,Yes,No,No,Yes,Female,1,No,No,No,0
3108,9844-FELAJ,2014-04-01,,One year,Yes,Electronic check,107.9,7475.85,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
3109,2122-SZZZD,2016-06-01,,One year,No,Credit card (automatic),19.5,835.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3110,5307-DZCVC,2017-03-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Fiber optic,No,No,No,No,Yes,No,Female,1,Yes,No,Yes,1
3111,3148-AOIQT,2014-05-01,,Two year,Yes,Credit card (automatic),24.95,1718.35,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
3112,8679-JOEVF,2018-09-01,2020-01-01,Month-to-month,No,Electronic check,59.4,1023.9,DSL,No,No,No,Yes,Yes,No,Female,1,No,No,No,1
3113,8395-ETZKQ,2014-06-01,,One year,No,Bank transfer (automatic),19.5,1193.55,Fiber optic,No,No,No,No,No,No,Male,1,Yes,Yes,No,0
3114,6692-YQHXC,2018-10-01,,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3115,3889-VWBID,2014-06-01,,Two year,No,Bank transfer (automatic),82.85,5776.45,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
3116,5222-JCXZT,2019-10-01,,Month-to-month,No,Mailed check,19.0,78.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3117,9754-CLVZW,2017-12-01,,Month-to-month,No,Credit card (automatic),38.85,1025.15,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,0
3118,1432-FPAXX,2017-05-01,2019-10-01,Month-to-month,Yes,Electronic check,30.6,856.35,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
3119,2739-CCZMB,2019-09-01,,Month-to-month,No,Credit card (automatic),20.35,122.0,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
3120,7080-TNUWP,2014-04-01,,One year,Yes,Bank transfer (automatic),95.0,6602.9,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
3121,0496-AHOOK,2018-02-01,,One year,No,Bank transfer (automatic),74.4,1712.9,DSL,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
3122,8336-TAVKX,2014-02-01,,Two year,No,Bank transfer (automatic),78.45,5682.25,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,1,Yes,No,Yes,0
3123,2468-SJFLM,2020-01-01,,Month-to-month,Yes,Mailed check,74.3,74.3,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,No,0
3124,3181-VTHOE,2014-04-01,,One year,Yes,Bank transfer (automatic),51.05,3635.15,DSL,No,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
3125,7168-HDQHG,2017-02-01,,Month-to-month,No,Bank transfer (automatic),19.2,702.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3126,4803-AXVYP,2016-09-01,2019-11-01,Month-to-month,Yes,Electronic check,99.55,3734.25,Fiber optic,No,No,No,Yes,Yes,Yes,Female,1,No,No,Yes,1
3127,3884-HCSWG,2018-06-01,2019-11-01,Month-to-month,Yes,Electronic check,70.0,1144.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
3128,4567-AKPIA,2016-09-01,,One year,Yes,Bank transfer (automatic),109.1,4454.25,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
3129,5077-DXTCG,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
3130,1142-WACZW,2019-08-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),29.85,75.6,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1
3131,7901-HXJVA,2018-12-01,,Month-to-month,No,Electronic check,76.45,1117.55,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,No,0
3132,5649-ANRML,2019-11-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Fiber optic,No,Yes,Yes,Yes,No,Yes,Male,1,No,No,No,1
3133,4892-VLANZ,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,19.8,19.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
3134,5924-IFQTT,2019-01-01,,Month-to-month,Yes,Electronic check,72.8,930.05,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
3135,7968-QUXNS,2019-08-01,,Month-to-month,No,Mailed check,18.95,110.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3136,2919-HBCJO,2019-08-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,1
3137,4236-XPXAV,2019-06-01,2019-11-01,Month-to-month,Yes,Mailed check,99.15,465.05,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,1
3138,8903-WMRNW,2018-11-01,,Month-to-month,No,Electronic check,101.75,1669.4,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
3139,2452-SNHFZ,2016-03-01,,Month-to-month,No,Credit card (automatic),75.45,3545.1,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
3140,3629-WEAAM,2019-06-01,,Month-to-month,No,Mailed check,64.1,504.05,DSL,No,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
3141,6029-CSMJE,2018-09-01,,Month-to-month,Yes,Mailed check,25.65,440.2,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
3142,7993-NQLJE,2018-11-01,,Month-to-month,No,Mailed check,75.1,1151.55,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
3143,9909-DFRJA,2017-12-01,,One year,Yes,Bank transfer (automatic),95.85,2475.35,Fiber optic,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,No,0
3144,9099-FTUHS,2018-03-01,,Month-to-month,No,Electronic check,54.4,1249.25,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
3145,0581-BXBUB,2019-10-01,,Month-to-month,No,Electronic check,72.75,317.75,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,No,0
3146,4962-CHQPW,2017-09-01,,One year,No,Mailed check,19.85,535.05,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
3147,9467-ROOLM,2018-01-01,,Month-to-month,No,Mailed check,19.05,461.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3148,3030-YZADT,2019-03-01,2019-12-01,Month-to-month,No,Mailed check,44.95,431.0,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
3149,7410-KTVFV,2018-05-01,2019-11-01,Month-to-month,Yes,Mailed check,49.55,878.35,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,No,1
3150,5150-ITWWB,2019-11-01,,Month-to-month,Yes,Electronic check,94.85,335.75,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes,0
3151,2253-KPMNB,2014-05-01,,Two year,No,Bank transfer (automatic),46.25,3121.4,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
3152,1345-ZUKID,2018-12-01,,One year,No,Mailed check,19.35,324.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3153,6429-SHBCB,2018-07-01,,Month-to-month,No,Mailed check,69.6,1394.55,DSL,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
3154,9281-OFDMF,2016-11-01,,Month-to-month,No,Electronic check,90.7,3413.25,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,Yes,0
3155,2603-HVKCG,2017-07-01,,Month-to-month,Yes,Electronic check,101.4,3143.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,No,No,No,0
3156,1834-WULEG,2018-02-01,,One year,No,Mailed check,20.25,439.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3157,9097-ZUBYC,2018-12-01,,Month-to-month,No,Bank transfer (automatic),48.8,664.4,DSL,No,No,No,Yes,No,No,Male,0,Yes,No,No,0
3158,5148-ORICT,2014-10-01,,Two year,Yes,Mailed check,74.35,4759.55,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,No,0
3159,4893-GYUJU,2015-12-01,,One year,Yes,Mailed check,19.35,1033.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3160,4578-PHJYZ,2015-10-01,,One year,Yes,Electronic check,68.75,3482.85,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
3161,7272-QDCKA,2017-10-01,,One year,No,Electronic check,100.2,2688.45,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
3162,8908-SLFCJ,2018-05-01,,Two year,Yes,Credit card (automatic),20.85,435.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3163,8393-DLHGA,2017-12-01,2020-01-01,Month-to-month,Yes,Electronic check,95.9,2448.75,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,Yes,No,1
3164,9766-HGEDE,2018-09-01,,One year,No,Mailed check,19.35,307.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
3165,6968-MHOMU,2015-04-01,,One year,Yes,Credit card (automatic),45.0,2689.35,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,No,0
3166,7395-IGJOS,2018-06-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,1
3167,5044-XDPYX,2015-11-01,,Two year,No,Mailed check,25.5,1281.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
3168,1814-WFGVS,2014-02-01,,Two year,No,Mailed check,48.9,3527.0,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
3169,2834-SPCJV,2015-08-01,2019-12-01,Month-to-month,No,Electronic check,84.1,4348.65,Fiber optic,Yes,No,No,No,Yes,No,Male,0,Yes,No,No,1
3170,3721-WKIIL,2017-11-01,,Two year,Yes,Mailed check,19.6,561.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3171,6734-CKRSM,2019-11-01,,Month-to-month,No,Mailed check,20.0,63.6,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3172,1265-ZFOSD,2014-10-01,,Two year,Yes,Mailed check,81.3,5129.3,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,0
3173,6568-POCUI,2016-05-01,,Two year,Yes,Credit card (automatic),95.2,4285.8,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
3174,7890-VYYWG,2019-09-01,2019-12-01,Month-to-month,Yes,Mailed check,36.45,93.7,DSL,No,No,No,No,Yes,No,Male,1,Yes,No,No,1
3175,5197-LQXXH,2014-03-01,,Two year,Yes,Credit card (automatic),83.3,5894.5,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
3176,9907-SWKKF,2019-10-01,2019-11-01,Month-to-month,No,Mailed check,25.05,25.05,DSL,No,No,No,No,No,No,Female,1,No,No,No,1
3177,3457-PQBYH,2015-04-01,,Two year,No,Credit card (automatic),20.3,1160.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3178,7682-AZNDK,2017-04-01,,Month-to-month,Yes,Electronic check,89.85,3091.75,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
3179,0587-DMGBH,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,49.85,365.55,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,1
3180,5384-ZTTWP,2018-11-01,,Month-to-month,No,Mailed check,19.8,272.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3181,3745-HRPHI,2014-08-01,,Two year,No,Bank transfer (automatic),54.65,3632.0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
3182,7636-OWBPG,2019-02-01,,Month-to-month,Yes,Credit card (automatic),29.35,381.2,DSL,No,Yes,No,No,No,No,Male,1,No,No,No,0
3183,1231-YNDEK,2015-04-01,,Two year,Yes,Bank transfer (automatic),19.15,1035.5,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3184,1407-DIGZV,2019-11-01,,Two year,No,Mailed check,19.1,52.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3185,6397-JNZZG,2016-05-01,2019-12-01,Month-to-month,No,Credit card (automatic),55.55,2342.2,DSL,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,No,1
3186,0570-BFQHT,2019-05-01,,Month-to-month,No,Electronic check,80.55,653.9,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
3187,4393-OBCRR,2019-11-01,,One year,No,Mailed check,20.25,71.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3188,3523-QRQLL,2017-12-01,2019-10-01,One year,Yes,Bank transfer (automatic),69.5,1498.2,DSL,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,1
3189,8564-LDKFL,2016-10-01,,One year,Yes,Bank transfer (automatic),106.0,4178.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
3190,3696-DFHHB,2014-06-01,,Two year,No,Bank transfer (automatic),25.5,1821.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
3191,0895-DQHEW,2015-06-01,2019-12-01,Month-to-month,Yes,Electronic check,104.3,5278.15,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
3192,4717-GHADL,2015-12-01,,Two year,Yes,Mailed check,79.6,4024.2,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,Yes,0
3193,5501-TVMGM,2020-01-01,,Month-to-month,Yes,Electronic check,55.25,55.25,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
3194,5879-HMFFH,2014-02-01,,Two year,No,Bank transfer (automatic),88.05,6520.8,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
3195,6772-WFQRD,2016-10-01,,One year,Yes,Bank transfer (automatic),20.4,854.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
3196,3810-DVDQQ,2014-02-01,,Two year,Yes,Bank transfer (automatic),117.6,8308.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
3197,6972-SNKKW,2019-08-01,,Month-to-month,No,Mailed check,20.0,109.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3198,3694-GLTJM,2019-09-01,,Month-to-month,Yes,Credit card (automatic),19.65,92.05,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3199,8550-XSXUQ,2016-02-01,,One year,Yes,Credit card (automatic),70.55,3420.5,DSL,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
3200,8149-RSOUN,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,93.85,93.85,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
3201,9055-MOJJJ,2014-10-01,,One year,No,Mailed check,65.8,4068.0,DSL,Yes,No,No,Yes,Yes,No,Female,0,Yes,Yes,No,0
3202,4359-INNWN,2018-09-01,,One year,No,Credit card (automatic),20.05,337.9,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3203,0585-EGDDA,2016-10-01,,Month-to-month,Yes,Electronic check,80.0,3168.75,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,No,No,0
3204,4032-RMHCI,2016-09-01,,One year,No,Credit card (automatic),35.4,1412.4,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,Yes,No,0
3205,0549-CYCQN,2015-11-01,,One year,Yes,Bank transfer (automatic),79.6,3974.7,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,0
3206,3481-JHUZH,2016-09-01,,Month-to-month,Yes,Electronic check,80.25,3439.0,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes,0
3207,7250-EQKIY,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,50.45,50.45,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No,1
3208,3594-IVHJZ,2019-12-01,,Month-to-month,Yes,Mailed check,20.45,42.45,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3209,6869-FGJJC,2014-06-01,,One year,No,Credit card (automatic),79.6,5461.45,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,0
3210,3896-ZVNET,2018-02-01,,Two year,No,Mailed check,24.7,571.75,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
3211,8205-VSLRB,2014-04-01,,Two year,No,Credit card (automatic),77.3,5498.2,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
3212,5960-MVTUK,2019-11-01,,Month-to-month,Yes,Electronic check,29.75,96.85,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
3213,6817-WTYHE,2019-12-01,,Month-to-month,No,Bank transfer (automatic),44.9,111.05,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
3214,3082-VQXNH,2019-11-01,,Month-to-month,No,Credit card (automatic),29.8,94.4,DSL,No,Yes,No,No,No,No,Male,0,Yes,No,No,0
3215,4013-UBXWQ,2019-04-01,2019-11-01,Month-to-month,Yes,Electronic check,74.65,521.1,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
3216,9430-NKQLY,2014-02-01,,Two year,Yes,Credit card (automatic),25.1,1790.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
3217,4931-TRZWN,2019-01-01,,Month-to-month,Yes,Electronic check,71.95,923.85,DSL,Yes,No,No,No,Yes,Yes,Female,0,No,No,No,0
3218,0750-EKNGL,2019-07-01,,Month-to-month,No,Mailed check,20.75,141.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
3219,7669-LCRSD,2019-02-01,,Month-to-month,Yes,Mailed check,56.3,628.65,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,No,0
3220,3567-PQTSO,2015-09-01,,One year,Yes,Electronic check,105.25,5576.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
3221,5519-NPHVG,2018-11-01,2019-11-01,Month-to-month,Yes,Electronic check,94.2,1046.1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,1
3222,8043-PNYSD,2014-11-01,,Two year,No,Mailed check,19.55,1245.6,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3223,9938-EKRGF,2018-11-01,,Month-to-month,No,Mailed check,84.45,1287.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,No,0
3224,2703-AMTUL,2017-02-01,,One year,No,Mailed check,53.65,1939.35,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
3225,0928-JMXNP,2019-10-01,,Month-to-month,Yes,Electronic check,29.9,118.25,DSL,No,No,Yes,No,No,No,Male,1,Yes,No,No,0
3226,8173-RXAYP,2018-02-01,,Two year,No,Mailed check,19.7,452.55,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3227,4825-XJGDM,2015-01-01,,One year,No,Credit card (automatic),43.7,2696.55,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,No,No,No,0
3228,5402-HTOTQ,2018-10-01,,Month-to-month,No,Electronic check,55.3,875.35,DSL,No,Yes,No,No,No,No,Male,0,No,No,Yes,0
3229,6734-JDTTV,2014-09-01,,Two year,Yes,Credit card (automatic),19.85,1267.05,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
3230,7850-THJMU,2017-12-01,,Two year,No,Credit card (automatic),19.65,494.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3231,3890-RTCMS,2018-10-01,,Month-to-month,Yes,Mailed check,49.45,799.0,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,0
3232,8849-GYOKR,2015-05-01,2019-11-01,One year,No,Bank transfer (automatic),106.55,5763.3,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,No,Yes,1
3233,3148-BLQJT,2019-11-01,2019-12-01,Month-to-month,No,Mailed check,20.1,20.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
3234,3717-FDJFU,2019-09-01,,Two year,No,Mailed check,20.45,106.9,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
3235,3665-JATSN,2018-07-01,,Month-to-month,Yes,Electronic check,39.7,710.05,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,No,0
3236,7966-YOTQW,2019-04-01,,Month-to-month,Yes,Credit card (automatic),54.5,568.2,DSL,Yes,No,No,No,No,No,Male,0,No,No,Yes,0
3237,0461-CVKMU,2017-11-01,2019-10-01,Month-to-month,No,Electronic check,83.8,1900.25,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,1
3238,8806-EAGWC,2019-09-01,2019-12-01,Month-to-month,No,Mailed check,55.15,159.15,DSL,No,No,No,No,Yes,No,Male,0,No,No,No,1
3239,8853-TZDGH,2014-02-01,,Two year,Yes,Bank transfer (automatic),111.6,8012.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
3240,7779-LGOVN,2018-12-01,2019-10-01,Month-to-month,Yes,Electronic check,86.65,856.65,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
3241,4324-BZCKL,2019-04-01,,Month-to-month,Yes,Mailed check,55.55,551.3,DSL,No,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,0
3242,6924-TDGMT,2019-03-01,,One year,Yes,Mailed check,20.55,184.95,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
3243,9710-ZUSHQ,2016-11-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,1
3244,1536-YHDOE,2018-09-01,,One year,Yes,Mailed check,62.1,1096.65,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,Yes,Yes,0
3245,8123-QBNAZ,2017-02-01,,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
3246,3629-ZNKXA,2018-09-01,,Month-to-month,Yes,Electronic check,101.8,1752.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,No,0
3247,4827-LTQRJ,2014-08-01,,One year,Yes,Credit card (automatic),110.6,7210.85,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,Yes,Yes,Yes,0
3248,7711-YIJWC,2015-01-01,,One year,No,Bank transfer (automatic),84.9,5264.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
3249,5482-VXSXJ,2018-04-01,,Month-to-month,Yes,Mailed check,93.2,2157.3,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,No,0
3250,7365-BVCJH,2020-01-01,,Month-to-month,Yes,Electronic check,24.4,24.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
3251,9620-ENEJV,2019-08-01,,Month-to-month,No,Credit card (automatic),70.55,433.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
3252,4183-WCSEP,2017-04-01,2019-11-01,Month-to-month,Yes,Electronic check,78.45,2435.15,Fiber optic,No,Yes,No,Yes,No,No,Male,0,No,No,No,1
3253,2378-YIZKA,2014-06-01,,Two year,Yes,Credit card (automatic),85.0,5607.75,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
3254,5498-TXHLF,2017-01-01,2019-11-01,Month-to-month,No,Electronic check,87.45,2874.15,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,1
3255,0689-DSXGL,2015-10-01,,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
3256,6818-DJXAA,2019-04-01,,Month-to-month,Yes,Electronic check,91.1,964.35,Fiber optic,No,No,Yes,Yes,Yes,No,Female,0,No,Yes,No,0
3257,9722-UJOJR,2017-08-01,2020-01-01,Month-to-month,Yes,Electronic check,70.75,1974.8,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
3258,0464-WJTKO,2014-02-01,,Two year,No,Bank transfer (automatic),20.1,1460.85,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
3259,8902-ZEOVF,2016-03-01,,One year,No,Mailed check,20.05,951.55,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
